rel	pid	cand_v	is_Table	is_DBpedia
0	table-0874-236-11	Pernille_Bech_Christensen	0	1
0	table-0874-236-11	Harper_on_Sofa	0	1
0	table-0874-236-11	DreamWorks	0	1
0	table-0874-236-11	NA	1	0
0	table-0874-236-11	Almost_a_Kiss	0	1
0	table-0874-236-11	Cold_Turkey_1	0	1
0	table-0874-236-11	After_the_Shooting	0	1
0	table-0874-236-11	End_Credits	0	1
0	table-0874-236-11	Jerry_and_Neal	0	1
0	table-0874-236-11	Audrey_with_Flowers	0	1
0	table-0874-236-11	Gustavo_Santaolalla_&_Johan_Söderqvist	0	1
0	table-0874-236-11	Brian_Burke	1	0
0	table-0874-236-11	Halle_Berry	0	1
0	table-0874-236-11	Opening_Montage	0	1
0	table-0874-236-11	Audrey_Burke	1	0
0	table-0874-236-11	Funeral_Dinner	0	1
0	table-0874-236-11	Audrey_Can't_Sleep	0	1
0	table-0874-236-11	Cousin_Joel	1	0
0	table-0874-236-11	Gustavo_Santaolalla	0	1
0	table-0874-236-11	Will_He_Die_Now?	0	1
0	table-0874-236-11	Jerry_Rubs_Ear	0	1
0	table-0874-236-11	Johan_Söderqvist	0	1
0	table-0874-236-11	Do_They_Glow?	0	1
0	table-0874-236-11	Audrey_in_Bed	0	1
0	table-0874-236-11	Benicio_del_Toro	0	1
0	table-0874-236-11	Drug_Alley	0	1
0	table-0874-236-11	Kelly	1	0
0	table-0874-236-11	Jerry_Sunborne	1	0
0	table-0874-236-11	Tom_Stern_(cinematographer)	0	1
0	table-0874-236-11	Bruce_Cannon	0	1
0	table-0874-236-11	Things_We_Lost_in_the_Fire	1	0
0	table-0874-236-11	Sam_Mercer	0	1
0	table-0874-236-11	Sam_Mendes	0	1
0	table-0874-236-11	David_Duchovny	0	1
0	table-0874-236-11	Audrey_and_Jerry_in_the_Study	0	1
0	table-0874-236-11	Audrey_Opens_the_Letter	0	1
1	table-0874-236-7	Todd_Haynes	1	1
0	table-0874-236-7	First_Australian_to_be_nominated_in_both_Leading_and_Supporting_categories_in_the_same_year_and_the_first_Australian_actress_to_receive_two_acting_nominations_in_consecutive_years_in_this_category._Also,_not_only_the_most_nominated_Australian_in_this_category_so_far,_but_the_most_nominated_Australian_in_the_Acting_categories_overall_-_5_nominations	1	0
0	table-0874-236-7	John_Goldwyn	0	1
0	table-0874-236-7	Nominee	1	0
0	table-0874-236-7	Jack_Rollins_/_Pastor_John	1	0
0	table-0874-236-7	2007	1	0
0	table-0874-236-7	Richard_Gere	0	1
0	table-0874-236-7	I'm_Not_There	1	0
0	table-0874-236-7	Celluloid_Dreams	0	1
0	table-0874-236-7	Antony_&amp;_the_Johnsons	1	0
0	table-0874-236-7	NA	1	0
0	table-0874-236-7	Heath_Ledger	0	1
0	table-0874-236-7	Bob_Dylan	1	1
0	table-0874-236-7	Ben_Whishaw	0	1
0	table-0874-236-7	*	0	1
0	table-0874-236-7	Jude_Quinn	1	0
0	table-0874-236-7	Executive_producer	1	0
0	table-0874-236-7	Arthur	1	0
0	table-0874-236-7	Jay_Rabinowitz_(editor)	0	1
0	table-0874-236-7	Marcus_Carl_Franklin	1	1
0	table-0874-236-7	*Todd_Haynes*	0	1
0	table-0874-236-7	Knockin'_on_Heaven's_Door	1	0
0	table-0874-236-7	Oren_Moverman	0	1
0	table-0874-236-7	Edward_Lachman	0	1
0	table-0874-236-7	Alice_Fabian	1	0
0	table-0874-236-7	Christian_Bale	1	1
0	table-0874-236-7	The_Assassination_of_Jesse_James_by_the_Coward_Robert_Ford	1	0
0	table-0874-236-7	Christine_Vachon	0	1
0	table-0874-236-7	Claire	1	0
0	table-0874-236-7	The_Weinstein_Company	0	1
0	table-0874-236-7	Cate_Blanchett	1	1
0	table-0874-236-0	Vince_Vaughn	0	1
0	table-0874-236-0	Eddie_Vedder	0	1
0	table-0874-236-0	Hal_Holbrook	1	1
0	table-0874-236-0	Marcia_Gay_Harden	0	1
0	table-0874-236-0	1	1	0
0	table-0874-236-0	William_Hurt	0	1
0	table-0874-236-0	Linson_Film	0	1
0	table-0874-236-0	Into_the_Wild_(film)	1	0
0	table-0874-236-0	NA	1	0
0	table-0874-236-0	Emile_Hirsch	1	1
0	table-0874-236-0	Jena_Malone	0	1
0	table-0874-236-0	Jan_Burres	1	0
0	table-0874-236-0	Bill_Pohlad	0	1
1	table-0874-236-0	Sean_Penn	1	1
0	table-0874-236-0	Art_Linson	0	1
0	table-0874-236-0	Zach_Galifianakis	0	1
0	table-0874-236-0	Eric_Gautier	0	1
0	table-0874-236-0	Kaki_King	0	1
0	table-0874-236-0	Jay_Cassidy	1	1
0	table-0874-236-0	Ron_Franz	1	0
0	table-0874-236-0	River_Road_Entertainment	0	1
0	table-0874-236-0	Catherine_Keener	1	1
0	table-0874-236-0	Brian_Dierker	0	1
0	table-0874-236-0	Square_One_C.I.H.	0	1
0	table-0874-236-0	Kristen_Stewart	0	1
0	table-0874-236-0	Paramount_Vantage	0	1
0	table-0874-236-0	Michael_Brook	0	1
0	table-0874-236-0	Walt_McCandless	1	0
0	table-0874-236-0	Christopher_McCandless	1	0
0	table-0874-236-2	Sylvie_Testud	1	1
0	table-0874-236-2	Tetsuo_Nagata	0	1
0	table-0874-236-2	Christopher_Gunning	0	1
0	table-0874-236-2	Marion_Cotillard	1	1
0	table-0874-236-2	12th_Satellite_Awards	1	0
0	table-0874-236-2	2007	1	0
0	table-0874-236-2	American_journalist	1	0
0	table-0874-236-2	Cinema_of_the_United_States	1	0
0	table-0874-236-2	Gérard_Depardieu	0	1
1	table-0874-236-2	Olivier_Dahan	1	1
0	table-0874-236-2	NA	1	0
0	table-0874-236-2	France/UK/Czech_Republic	1	0
0	table-0874-236-2	Picturehouse	0	1
0	table-0874-236-2	First_and_only_actress_to_win_for_a_French-speaking_role._Third_French_actress_to_win_Best_Actress	1	0
0	table-0874-236-2	Richard_Marizy	0	1
0	table-0874-236-2	La_Vie_en_rose_(film)	1	0
0	table-0874-236-2	Memoirs_of_a_Geisha_(soundtrack)	1	0
0	table-0874-236-2	Alain_Goldman	0	1
0	table-0874-236-2	Édith_Piaf	1	0
0	table-0874-236-2	Isabelle_Sobelman	0	1
0	table-0874-236-2	Didier_Lavergne	1	0
0	table-0874-236-2	La_Môme	1	0
0	table-0874-236-2	Titine	1	0
0	table-0874-236-2	Légende_Films	0	1
0	table-0874-236-2	Won_Academy_Award	1	0
0	table-0874-236-2	France	1	0
1	table-1557-406-18	Republican	1	0
0	table-1557-406-18	Charles_B._Farwell	0	1
0	table-1557-406-18	George_R._Davis	1	0
0	table-1557-406-18	Lorenzo_Brentano	0	1
0	table-1557-406-18	1924-08-05	0	1
0	table-1557-406-18	Hiram_Barber,_Jr.	1	0
0	table-1557-406-18	John_R._Thomas	1	0
1	table-1557-406-20	Republican	1	0
0	table-1557-406-20	Charles_B._Farwell	0	1
0	table-1557-406-20	Director_General,_financial_agent,_Senior_Colonel,_treasurer	0	1
0	table-1557-406-20	NA	1	0
0	table-1557-406-20	1883-03-04	0	1
0	table-1557-406-20	1883-03-03	0	1
0	table-1557-406-20	Business,_law	0	1
1	table-1557-406-20	Republican_Party_(United_States)	1	1
0	table-1557-406-20	James_Hugh_Ward	0	1
0	table-1557-406-20	Frank_Lawler	1	0
0	table-1557-406-20	George_R._Davis	1	0
0	table-1557-406-20	1899-11-25	0	1
0	table-1557-406-20	1885-03-03	0	1
0	table-1557-406-20	Carter_Harrison,_Sr.	0	1
0	table-1557-406-20	1879-03-04	0	1
0	table-1557-406-20	John_R._Thomas	1	0
0	table-1557-406-20	John_F._Finerty	0	1
1	table-1557-406-17	Republican	1	0
0	table-1557-406-17	Charles_B._Farwell	1	0
0	table-1557-406-17	Lorenzo_Brentano	1	0
0	table-1557-406-17	1891-09-18	0	1
0	table-1557-406-17	Hiram_Barber,_Jr.	0	1
0	table-1557-406-17	John_V._Le_Moyne	0	1
0	table-1557-406-17	William_Hartzell	1	0
1	table-1557-406-30	Republican	1	0
0	table-1557-406-30	67th_United_States_Congress	1	0
0	table-1557-406-30	1935-06-22	0	1
0	table-1557-406-30	71st_United_States_Congress	1	0
0	table-1557-406-30	70th_United_States_Congress	1	0
0	table-1557-406-30	Elliott_W._Sproul	1	0
0	table-1557-406-30	Edward_A._Kelly	0	1
0	table-1557-406-30	William_Warfield_Wilson	0	1
0	table-1557-406-30	R	1	0
0	table-1557-406-30	69th_United_States_Congress	1	0
0	table-1557-406-30	68th_United_States_Congress	1	0
1	table-1557-406-42	Republican	1	0
0	table-1557-406-42	Marty_Russo	0	1
1	table-1557-406-42	Republican_Party_(United_States)	1	1
0	table-1557-406-42	1973-01-03	0	1
0	table-1557-406-42	Morgan_F._Murphy	0	1
0	table-1557-406-42	Robert_P._Hanrahan	1	0
0	table-1557-406-42	2011-01-07	0	1
1	table-1557-406-42	None_(District_created)	1	0
0	table-1557-406-42	Bill_Lipinski	1	0
0	table-1557-406-42	Kenneth_J._Gray	1	0
0	table-1557-406-42	1975-01-03	0	1
0	table-1557-406-42	teacher,_administrator,_guidance_counselor	0	1
0	table-1635-999-2	London_Buses_route_195	1	0
0	table-1635-999-2	Brentford	0	1
0	table-1635-999-2	Metroline_Alexander_Dennis_Enviro200_in_June_2014,_outside_Boston_Manor_tube_station.	0	1
1	table-1635-999-2	Metroline	1	1
0	table-1635-999-5	NA	1	0
1	table-1635-999-5	Metroline	1	1
0	table-1635-999-5	in_October_2013	0	1
0	table-1635-999-5	Uxbridge_tube_station	0	1
0	table-1635-999-5	Alexander_Dennis_Enviro400	0	1
1	table-1635-999-0	London_United	1	0
0	table-1635-999-0	List_of_bus_routes_in_London	1	0
0	table-1635-999-0	First_London	1	0
0	table-1635-999-0	NA	1	0
0	table-1635-999-0	Stagecoach_London	1	0
0	table-1635-999-0	Arriva_Shires_&amp;_Essex	1	0
0	table-1635-999-0	Arriva_London	1	0
0	table-1635-999-0	Sullivan_Buses	1	0
0	table-1635-999-0	Quality_Line	1	0
0	table-1635-999-0	Abellio_(London_&_Surrey)	1	0
1	table-1635-999-0	Go-Ahead_London	1	0
0	table-1635-999-0	Metrobus_(South_East_England)	1	0
1	table-1635-999-0	Metroline	1	0
1	table-1635-999-0	Arriva_Shires_&_Essex	1	0
0	table-1635-999-0	London_United_Busways	1	0
1	table-1635-999-0	London_Sovereign	1	0
1	table-1635-999-0	Abellio_London	1	0
1	table-1635-999-3	Travel_London	1	0
0	table-1635-999-3	Hayes,_Hillingdon	0	1
0	table-1635-999-3	Abellio_(London_&_Surrey)	1	1
0	table-1635-999-3	Alexander_Dennis_Enviro400H_in_May_2014	0	1
1	table-1635-999-13	London_United	1	0
0	table-1635-999-13	London_United_Busways	1	0
0	table-1635-999-13	NA	1	0
0	table-1635-999-13	Arriva_London	1	0
0	table-1635-999-13	First_Capital	1	0
0	table-1635-999-13	Abellio_(London_&_Surrey)	1	0
1	table-1635-999-13	London_Sovereign	1	0
0	table-1635-999-13	List_of_bus_routes_in_London	1	0
0	table-1635-999-13	Arriva_Shires_&amp;_Essex	1	0
0	table-1635-999-13	Sullivan_Buses	1	0
0	table-1635-999-13	Go-Ahead_London	1	0
0	table-1635-999-13	Metrobus_(South_East_England)	1	0
1	table-1635-999-13	Metroline	1	0
0	table-1635-999-13	Stagecoach_London	1	0
0	table-1635-999-13	Tower_Transit	1	0
0	table-1635-999-13	First_London	1	0
0	table-1635-999-13	Docklands_Buses	1	0
0	table-1635-999-13	Quality_Line	1	0
0	table-1635-999-13	HCT_Group	1	0
0	table-1635-999-13	London_Buses	1	0
1	table-1635-999-13	Arriva_Shires_&_Essex	1	0
1	table-1635-999-13	Abellio_London	1	0
0	table-0808-604-25	NA	1	0
0	table-0808-604-25	Zürich	0	1
0	table-0808-604-25	Kamber,_Franz	1	0
0	table-0808-604-25	92	1	0
0	table-0808-604-25	1	1	0
0	table-0808-604-25	Canton_of_Zürich	0	1
0	table-0808-604-25	Public_university	0	1
1	table-0808-604-25	Switzerland	1	1
0	table-0808-604-25	University_of_Zurich	1	0
0	table-0808-604-5	New_York	0	1
0	table-0808-604-5	Author	1	0
0	table-0808-604-5	Private_university	0	1
0	table-0808-604-5	New_York_City	0	1
0	table-0808-604-5	1953_NBA_draft	1	0
0	table-0808-604-5	13	1	0
1	table-0808-604-5	United_States	1	0
0	table-0808-604-5	NA	1	0
0	table-0808-604-5	According_to_Mises,_Anderson_was_"one_of_the_outstanding_characters_in_this_age_of_the_supremacy_of_time-servers."	1	0
0	table-0808-604-5	1968_NBA_draft	1	0
0	table-0808-604-5	autocollapse	0	1
0	table-0808-604-5	US	1	0
0	table-0808-604-5	1979_NBA_draft	1	0
0	table-0808-604-5	Links_to_related_articles	0	1
0	table-0808-604-5	President_of_the_United_States	1	0
1	table-0808-604-5	U.S.	0	1
0	table-0808-604-11	0	1	0
0	table-0808-604-11	Hugh_James_Rose	1	0
0	table-0808-604-11	Archibald_Robertson_(bishop)	1	0
0	table-0808-604-11	IWMW_1997_Web_site	1	0
0	table-0808-604-11	Great_Britain	1	0
0	table-0808-604-11	University_of_Manchester	1	0
0	table-0808-604-11	Jin_Liang_Low	1	0
0	table-0808-604-11	2007	1	0
0	table-0808-604-11	London	0	1
0	table-0808-604-11	University	0	1
0	table-0808-604-11	1970	1	0
0	table-0808-604-11	Mars	1	0
0	table-0808-604-11	Ross_Cobb	1	0
0	table-0808-604-11	NA	1	0
0	table-0808-604-11	Michael_Rogers	1	0
0	table-0808-604-11	Chongshen_Lee	1	0
0	table-0808-604-11	Stephanie_Stavrinides	1	0
0	table-0808-604-11	Anis_Syarizad_Zaman	1	0
0	table-0808-604-11	2010	1	0
0	table-0808-604-11	England	1	0
0	table-0808-604-11	Arthur_Lucas_(academic)	1	0
0	table-0808-604-11	Images,_texts_and_datasets_largely_collected_from_UK_universities._Ceased_operation_in_2008._Website_is_still_active.	1	0
0	table-0808-604-11	Jasper_Pandza	1	0
0	table-0808-604-11	George_IV_of_the_United_Kingdom	1	0
0	table-0808-604-11	Kirsten_Gislesen	1	0
0	table-0808-604-11	King's_College_London	1	0
0	table-0808-604-11	Simon_Lole	1	0
0	table-0808-604-11	All-male	1	0
0	table-0808-604-11	Joyce_Tang	1	0
0	table-0808-604-11	22	1	0
0	table-0808-604-11	Magdalen_College,_Oxford	1	0
0	table-0808-604-11	Drisha_Natarajan	1	0
0	table-0808-604-11	1993	1	0
0	table-0808-604-11	1989	1	0
0	table-0808-604-11	Public_university	0	1
0	table-0808-604-11	2011_(Published_2010)	1	0
0	table-0808-604-11	2006	1	0
0	table-0808-604-11	John_Beynon_(academic)	1	0
0	table-0808-604-11	Simon_Edwards	1	0
0	table-0808-604-11	1978	1	0
0	table-0808-604-11	Eunice_Tan_Sze_Yin	1	0
0	table-0808-604-11	2009	1	0
1	table-0808-604-11	United_Kingdom	1	1
0	table-0808-604-11	3	1	0
0	table-0808-604-11	1840	1	0
0	table-0808-604-11	JiShao,_Yap_(Joanne)	1	0
0	table-0808-604-11	Ernest_Barker	1	0
0	table-0808-604-11	Nimalan_Devaraja	1	0
0	table-0808-604-11	Awarded_independent_degrees_from_2007	1	0
0	table-0808-604-11	Nik_Nazmi_Nik_Ahmad	1	0
0	table-0808-604-11	12	1	0
0	table-0808-604-11	7	1	0
0	table-0808-604-17	Named_in_1897_on_the_60th_anniversary_of_Queen_Victoria's_coronation.	1	0
0	table-0808-604-17	Infrequent_service_outside_Victoria_University_trimesters_1_and_2	1	0
0	table-0808-604-17	University	1	0
1	table-0808-604-17	New_Zealand	1	1
0	table-0808-604-17	Victoria_University_of_Wellington	1	0
0	table-0808-604-17	1905	1	0
0	table-0808-604-17	2008	1	0
0	table-0808-604-17	265	1	0
0	table-0808-604-17	Student_Radio_Network	1	0
0	table-0808-604-17	1969	1	0
0	table-0808-604-17	401-500	1	0
0	table-0808-604-17	276-300	1	0
0	table-0808-604-17	1928	1	0
0	table-0808-604-17	2013	1	0
0	table-0808-604-17	1927	1	0
1	table-0808-604-17	Wellington	1	1
0	table-0808-604-17	Public_university	0	1
0	table-0808-604-17	1949	1	0
0	table-0808-604-17	1978	1	0
0	table-0808-604-17	1998	1	0
0	table-0808-604-17	2009	1	0
0	table-0808-604-0	Lars_Feld	1	0
0	table-0808-604-0	2008	1	0
0	table-0808-604-0	2011	1	0
0	table-0808-604-0	1991	1	0
0	table-0808-604-0	NA	1	0
0	table-0808-604-0	122	1	0
0	table-0808-604-0	1995	1	0
0	table-0808-604-0	University_of_Freiburg	1	0
0	table-0808-604-0	University_of_Cambridge	1	0
0	table-0808-604-0	1993	1	0
0	table-0808-604-0	University_of_Ljubljana	1	0
0	table-0808-604-0	2012	1	0
0	table-0808-604-0	Public_university	0	1
0	table-0808-604-0	Freiburg_im_Breisgau	0	1
0	table-0808-604-0	2007	1	0
0	table-0808-604-0	2010	1	0
0	table-0808-604-0	1994	1	0
0	table-0808-604-0	Konstanz	1	0
1	table-0808-604-0	Germany	1	1
0	table-0120-632-23	Ridderkerk	0	1
0	table-0120-632-23	De_Coopvaert	1	0
0	table-0120-632-23	Rebecca_Bross	1	0
0	table-0120-632-23	6.	1	0
0	table-0120-632-23	Rotterdam_Philharmonic_Orchestra	1	0
0	table-0120-632-23	Junior_Eurovision_Song_Contest_2007	1	0
0	table-0120-632-23	Win	1	0
0	table-0120-632-23	DOOR_Neptunus_–_2,_L&D_Amsterdam_–_5	1	0
0	table-0120-632-23	Poland	1	0
0	table-0120-632-23	DOOR_Neptunus_–_8,_Konica_Minolta_Pioniers_–_4	1	0
0	table-0120-632-23	1996-10-07	1	0
0	table-0120-632-23	originally,_the_tugboat_Triton,_formerly_Victoria_Cruziana,_rebuilt_into_a_river_cruise_ship_in_1994,_Victoria_Amazonica	1	0
0	table-0120-632-23	World_Gymnaestrada_host_city	0	1
0	table-0120-632-23	South_Team	1	0
0	table-0120-632-23	Aurelia_Dobre	1	0
0	table-0120-632-23	Australia_national_field_hockey_team	1	0
0	table-0120-632-23	13–23_June_2013	1	0
0	table-0120-632-23	Schielandtoren	1	0
0	table-0120-632-23	Frans_Jacob_Otto_Boijmans	1	0
0	table-0120-632-23	Krimpen_aan_den_IJssel	0	1
0	table-0120-632-23	2007_Super_World_Cup	1	0
0	table-0120-632-23	1994-10-10	1	0
0	table-0120-632-23	2006_Mosconi_Cup	1	0
0	table-0120-632-23	2000-09-03	1	0
0	table-0120-632-23	20	1	0
0	table-0120-632-23	Tom_Boonen	1	0
0	table-0120-632-23	2003	1	0
0	table-0120-632-23	2004	1	0
0	table-0120-632-23	Rotterdamse_RC_Beekweg	1	0
0	table-0120-632-23	13.	1	0
0	table-0120-632-23	2,400	1	0
0	table-0120-632-23	Millennium_Tower_(Rotterdam)	1	0
0	table-0120-632-23	DOOR_Neptunus_–_8,_Konica_Minolta_Pioniers_–_0	1	0
0	table-0120-632-23	1992-12-14	1	0
0	table-0120-632-23	2003-05-31	1	0
0	table-0120-632-23	2004-03-27	1	0
0	table-0120-632-23	Dinah_Pfizenmaier	1	0
0	table-0120-632-23	2010	1	0
0	table-0120-632-23	Michael_Anderson_(cricketer,_born_1916)	1	0
0	table-0120-632-23	2:29:14	1	0
0	table-0120-632-23	Pirates_of_the_Caribbean	1	0
0	table-0120-632-23	1994-05-16	1	0
0	table-0120-632-23	Cape_Verde	1	0
0	table-0120-632-23	1:6_(0:4)	1	0
0	table-0120-632-23	100HOOG	1	0
0	table-0120-632-23	2002-02-03	1	0
0	table-0120-632-23	2001-04-29	1	0
0	table-0120-632-23	1999-10-30	1	0
0	table-0120-632-23	Jung_Young-sik	1	0
0	table-0120-632-23	Sven_Tippelt	1	0
0	table-0120-632-23	China	1	0
0	table-0120-632-23	Jiang_Huajun	1	0
0	table-0120-632-23	1986	1	0
0	table-0120-632-23	originally,_the_De_Zonneblom,_formerly_Harbourlight	1	0
0	table-0120-632-23	1994-09-12	1	0
0	table-0120-632-23	Loss	1	0
0	table-0120-632-23	21	1	0
0	table-0120-632-23	Maasstroom	1	0
0	table-0120-632-23	Weenacenter	1	0
0	table-0120-632-23	1994	1	0
0	table-0120-632-23	Provinces_of_the_Netherlands	0	1
0	table-0120-632-23	Northbound_exit_and_southbound_entrance	1	0
0	table-0120-632-23	;	1	0
0	table-0120-632-23	The_Red_Apple	1	0
0	table-0120-632-23	Albrandswaard	0	1
0	table-0120-632-23	76	1	0
0	table-0120-632-23	<span>_citation_needed</span>_	1	0
0	table-0120-632-23	Jesse_Huta_Galung	1	0
0	table-0120-632-23	RandstadRail	1	0
0	table-0120-632-23	Amandine_Hesse	1	0
0	table-0120-632-23	ex_WD_5080	1	0
0	table-0120-632-23	E.ON	1	0
0	table-0120-632-23	ABN_AMRO	1	0
0	table-0120-632-23	2003-12-06	1	0
0	table-0120-632-23	1996	1	0
0	table-0120-632-23	Montevideo_(Rotterdam)	1	0
0	table-0120-632-23	Gebouw_Delftse_Poort	1	0
0	table-0120-632-23	De_Rotterdam	1	0
0	table-0120-632-23	11,026	1	0
0	table-0120-632-23	Dick_Stockton_(tennis)	1	0
0	table-0120-632-23	Gerald_Melzer	1	0
0	table-0120-632-23	North_Team	1	0
0	table-0120-632-23	1986-03-09	1	0
0	table-0120-632-23	Amsterdam	1	0
0	table-0120-632-23	Maasvlakte	1	0
0	table-0120-632-23	Barendrecht	0	1
0	table-0120-632-23	Originally_known_as_as_Dutch_Championship_Wrestling_from_2004_to_2006.	1	0
0	table-0120-632-23	ATP_World_Tour_500_series	1	0
0	table-0120-632-23	Basketball	1	0
0	table-0120-632-23	De_Hoge_Heren	1	0
0	table-0120-632-23	Zaanstroom	1	0
0	table-0120-632-23	Cancelled	1	0
0	table-0120-632-23	-	1	0
0	table-0120-632-23	60.4	0	1
0	table-0120-632-23	Arjan_van_Leeuwen	1	0
0	table-0120-632-23	Maastoren	1	0
0	table-0120-632-23	2,000	1	0
0	table-0120-632-23	1992_in_baseball	1	0
0	table-0120-632-23	2011_World_Table_Tennis_Championships	1	0
0	table-0120-632-23	1973	1	0
0	table-0120-632-23	ARRS_notes_unrounded_time_as_59:15.8	1	0
0	table-0120-632-23	Squatting	1	0
0	table-0120-632-23	NA	1	0
0	table-0120-632-23	A_former_Roman_Catholic_and_current_Protestant_church._Established_in_1417._The_current_building_dates_from_1671.	1	0
0	table-0120-632-23	Şahin_Yakut	1	0
0	table-0120-632-23	2002-11-30	1	0
0	table-0120-632-23	Batavian_Republic	1	0
0	table-0120-632-23	1991	1	0
0	table-0120-632-23	2008	1	0
0	table-0120-632-23	Blaak_Office_Tower	1	0
0	table-0120-632-23	Joke_de_Korte	1	0
0	table-0120-632-23	Noord,_Rotterdam	1	0
0	table-0120-632-23	1995-02-06	1	0
0	table-0120-632-23	Arthur_Ashe	1	0
0	table-0120-632-23	Haven_means_harbor	1	0
0	table-0120-632-23	2003-10-05	1	0
0	table-0120-632-23	n/a	1	0
0	table-0120-632-23	South_Korea_women's_national_field_hockey_team	1	0
0	table-0120-632-23	1997-11-02	1	0
0	table-0120-632-23	DOOR_Neptunus_–_3,_Corendon_Kinheim_–_1	1	0
0	table-0120-632-23	2003-06-29	1	0
0	table-0120-632-23	39.	1	0
0	table-0120-632-23	22	1	0
0	table-0120-632-23	Tribe_After_Tribe	1	0
0	table-0120-632-23	Feyenoord	1	0
0	table-0120-632-23	2011_Women's_World_Open_Squash_Championship	1	0
0	table-0120-632-23	Lijnbaan	1	0
0	table-0120-632-23	DOOR_Neptunus_–_1,_Konica_Minolta_Pioniers_–_0	1	0
0	table-0120-632-23	2004-03-21	1	0
0	table-0120-632-23	2005-04-03	1	0
0	table-0120-632-23	VOC	1	0
0	table-0120-632-23	4.	1	0
0	table-0120-632-23	2000-01-23	1	0
0	table-0120-632-23	Lost_Semi_Final_5th	1	0
0	table-0120-632-23	2.	1	0
0	table-0120-632-23	Rotterdam_The_Hague_Airport	0	1
0	table-0120-632-23	Leonie_Mekel	1	0
0	table-0120-632-23	Rotterdam_Open	1	0
0	table-0120-632-23	Eris_(dwarf_planet)	1	0
0	table-0120-632-23	Timo_Boll	1	0
0	table-0120-632-23	2002-10-13	1	0
0	table-0120-632-23	87.1	0	1
0	table-0120-632-23	Rotterdamse_Elektrische_Tram	1	0
0	table-0120-632-23	4–2	1	0
0	table-0120-632-23	2005-10-05	1	0
0	table-0120-632-23	Marathon	1	0
0	table-0120-632-23	2000-11-12	1	0
0	table-0120-632-23	2002-06-08	1	0
0	table-0120-632-23	Seiya_Kishikawa	1	0
0	table-0120-632-23	Cheung_Yuk	1	0
0	table-0120-632-23	Waterstadtoren	1	0
0	table-0120-632-23	World_War_II	1	0
0	table-0120-632-23	Germany	1	0
0	table-0120-632-23	Weenatoren	1	0
0	table-0120-632-23	18years,_305days	1	0
0	table-0120-632-23	New_Orleans_(Rotterdam)	1	0
0	table-0120-632-23	Bernarda_Pera	1	0
0	table-0120-632-23	2:23:43	1	0
0	table-0120-632-23	see_note.	1	0
0	table-0120-632-23	2,119,000	1	0
0	table-0120-632-23	2006-09-23	1	0
0	table-0120-632-23	2010-01-09	1	0
0	table-0120-632-23	Lima	1	0
0	table-0120-632-23	North_Sea	0	1
0	table-0120-632-23	1998-11-28	1	0
1	table-0120-632-23	Netherlands	1	1
0	table-0120-632-23	70	1	0
0	table-0120-632-23	2004-09-25	1	0
0	table-0120-632-23	Capelle_aan_den_IJssel	0	1
0	table-0120-632-23	51,137	1	0
